--Create user sessions
CREATE TABLE user_sessions(
                                            session_id INT PRIMARY KEY,
                                            user_id INT NOT NULL,
                                            session_date DATE,
                                            session_type_id INT NOT NULL,
                                            network_type_id INT NOT NULL,
                                            app_version VARCHAR(100),
                                            session_duration INT NOT NULL,
                                            session_error_exists INT NOT NULL,
                                            session_error_type VARCHAR(250));
INSERT INTO user_sessions (session_id, user_id, 
                                                         session_date, session_type_id, 
                                                         network_type_id, app_version, 
                                                         session_duration, 
                                                         session_error_exists,
                                                         session_error_type) VALUES
(1, 6786, '2024-6-1', 2, 5, '1.1.1-9', 4, 0, 'nan'),
(73, 2340, '2023-11-23', 10, 2, '1.1.6-5', 1, 1, 'Network Timeout'),
(74, 10062, '2024-3-13', 6, 1, '1.2.6-9', 1, 0, 'nan'),
(75, 7839, '2024-3-6', 3, 3, '2.1.3-1', 5, 0, 'nan'),
(76, 13572, '2023-6-2', 10, 5, '1.2.5-10', 2, 1, 'Network Timeout'),
(77, 4095, '2024-9-15', 3, 5, '1.1.9-5', 5, 1, 'Authentication Failed'),
(78, 11232, '2023-6-19', 3, 4, '1.1.3-9', 5, 1, 'Service Unavailable'),
(79, 5382, '2023-2-4', 4, 5, '2.1.6-9', 4, 1, 'Authentication Failed'),
(80, 351, '2023-7-3', 7, 2, '1.2.3-14', 4, 0, 'nan'),
(81, 1287, '2023-1-6', 8, 3, '2.2.5-8', 1, 0, 'nan'),
(82, 5616, '2024-1-19', 8, 4, '1.2.10-12', 1, 0, 'nan'),
(83, 14976, '2023-3-11', 3, 1, '2.2.2-8', 5, 0, 'nan'),
(84, 1287, '2023-3-16', 1, 4, '2.2.10-13', 4, 1, 'Authentication Failed'),
(85, 10530, '2023-11-13', 4, 3, '2.2.3-7', 4, 1, 'Service Unavailable'),
(86, 5148, '2023-9-14', 2, 1, '1.2.6-6', 4, 0, 'nan'),
(87, 5148, '2023-1-13', 10, 3, '1.1.9-2', 2, 0, 'nan'),
(88, 14040, '2024-5-11', 4, 4, '2.1.4-1', 4, 0, 'nan'),
(89, 4680, '2023-1-19', 4, 3, '1.2.7-8', 1, 0, 'nan'),
(90, 819, '2024-8-4', 1, 3, '2.2.1-15', 5, 1, 'Session Expired'),
(91, 1287, '2023-9-23', 2, 3, '2.1.8-8', 3, 1, 'Session Expired'),
(92, 12285, '2024-7-3', 9, 5, '1.2.2-9', 4, 1, 'Service Unavailable'),
(93, 12987, '2023-10-16', 5, 1, '1.1.10-11', 3, 0, 'nan'),
(94, 4446, '2023-1-3', 2, 3, '1.2.2-2', 1, 0, 'nan'),
(95, 8658, '2023-6-16', 2, 1, '2.1.10-4', 1, 1, 'Authentication Failed'),
(96, 7020, '2023-6-13', 8, 4, '1.1.5-4', 1, 1, 'Server Maintenance'),
(97, 10998, '2023-10-2', 10, 2, '2.2.3-14', 3, 0, 'nan'),
(98, 11817, '2024-5-4', 9, 5, '2.1.5-5', 3, 1, 'Network Timeout'),
(99, 10530, '2023-5-19', 5, 4, '2.2.10-6', 2, 1, 'Network Timeout'),
(100, 9360, '2023-5-23', 5, 2, '1.2.3-3', 4, 0, 'nan'),
(101, 8073, '2024-9-22', 2, 5, '2.2.8-4', 1, 0, 'nan'),
(102, 3042, '2023-11-7', 10, 5, '1.1.2-11', 5, 1, 'Invalid Account Number'),
(103, 9126, '2023-3-19', 3, 4, '1.1.2-8', 5, 1, 'App Version Outdated'),
(104, 7722, '2024-9-10', 10, 4, '2.1.2-3', 3, 0, 'nan'),
(105, 6786, '2024-1-8', 2, 1, '1.1.8-11', 2, 1, 'Authentication Failed'),
(106, 1170, '2023-3-21', 1, 2, '1.2.4-1', 4, 0, 'nan'),
(107, 5265, '2024-2-18', 7, 5, '1.2.1-5', 1, 1, 'App Version Outdated'),
(108, 10998, '2024-10-5', 1, 2, '2.2.4-15', 1, 0, 'nan'),
(109, 1755, '2024-10-21', 4, 2, '1.2.9-11', 2, 1, 'App Version Outdated'),
(110, 4797, '2023-4-11', 6, 4, '1.1.7-6', 2, 0, 'nan'),
(111, 7839, '2023-7-15', 10, 4, '1.2.4-5', 2, 0, 'nan'),
(112, 14625, '2024-7-21', 8, 4, '1.2.10-4', 5, 1, 'Invalid Credentials'),
(113, 12519, '2024-2-10', 3, 2, '1.1.2-2', 3, 1, 'App Version Outdated'),
(114, 11115, '2024-4-17', 3, 3, '2.2.1-5', 2, 0, 'nan'),
(115, 14508, '2023-1-8', 8, 1, '2.1.8-4', 3, 0, 'nan'),
(116, 8892, '2024-5-6', 4, 5, '1.1.8-6', 3, 1, 'Invalid Credentials'),
(117, 2457, '2024-8-4', 2, 1, '1.1.10-9', 1, 0, 'nan'),
(118, 7488, '2023-5-19', 8, 1, '2.2.7-6', 4, 1, 'Invalid Account Number'),
(119, 3276, '2024-11-12', 6, 4, '1.2.2-1', 2, 1, 'Service Unavailable'),
(120, 3510, '2024-4-5', 5, 1, '2.2.1-4', 3, 1, 'Service Unavailable'),
(121, 819, '2023-4-16', 1, 5, '1.2.4-3', 4, 0, 'nan'),
(122, 2574, '2024-2-2', 9, 5, '1.1.1-10', 4, 0, 'nan'),
(123, 5850, '2023-5-7', 1, 2, '1.2.8-5', 4, 1, 'Server Maintenance'),
(124, 5733, '2024-5-12', 7, 5, '1.2.10-12', 3, 1, 'Invalid Credentials'),
(125, 1170, '2024-3-7', 8, 1, '1.1.2-15', 5, 0, 'nan'),
(126, 5967, '2023-3-10', 3, 1, '2.1.8-11', 1, 0, 'nan'),
(127, 5967, '2023-11-9', 9, 3, '2.1.3-14', 1, 0, 'nan'),
(128, 3042, '2024-6-11', 6, 4, '1.1.6-15', 3, 0, 'nan'),
(129, 2106, '2024-8-22', 3, 1, '2.1.10-11', 3, 1, 'Service Unavailable'),
(130, 3861, '2024-5-20', 8, 1, '1.1.4-5', 2, 0, 'nan'),
(131, 13104, '2023-8-5', 4, 4, '2.2.1-11', 5, 1, 'Service Unavailable'),
(132, 10998, '2023-6-18', 2, 2, '1.2.1-13', 5, 1, 'App Version Outdated'),
(133, 11466, '2023-5-8', 3, 1, '1.1.5-2', 2, 1, 'App Version Outdated'),
(134, 4095, '2023-7-6', 8, 5, '2.2.7-5', 2, 1, 'Session Expired'),
(135, 15093, '2024-5-11', 3, 4, '2.1.7-8', 2, 1, 'Invalid Credentials'),
(136, 11934, '2024-1-6', 3, 4, '1.2.2-8', 1, 1, 'Service Unavailable'),
(137, 9243, '2023-5-3', 9, 3, '1.1.10-4', 1, 0, 'nan'),
(138, 14625, '2023-9-15', 1, 1, '2.1.10-15', 5, 1, 'Service Unavailable'),
(139, 9711, '2024-2-15', 10, 5, '1.2.9-14', 3, 1, 'Authentication Failed'),
(140, 12987, '2024-1-18', 7, 1, '2.1.1-9', 2, 0, 'nan'),
(141, 702, '2024-6-8', 9, 5, '1.1.10-10', 1, 1, 'Session Expired'),
(142, 13572, '2023-8-18', 9, 5, '1.1.10-5', 4, 0, 'nan'),
(143, 12870, '2023-8-3', 1, 1, '2.1.3-4', 2, 0, 'nan'),
(144, 10413, '2024-9-9', 9, 3, '1.1.3-2', 3, 1, 'Session Expired'),
(145, 2223, '2023-1-11', 6, 5, '1.2.4-4', 1, 0, 'nan'),
(146, 3276, '2024-1-11', 4, 4, '1.2.2-6', 5, 1, 'Server Maintenance'),
(147, 2808, '2024-6-11', 4, 5, '1.2.2-15', 3, 1, 'Network Timeout'),
(148, 11349, '2024-4-21', 4, 5, '2.2.4-7', 5, 0, 'nan'),
(149, 11115, '2024-4-11', 7, 1, '1.1.4-11', 5, 0, 'nan'),
(150, 5850, '2024-6-14', 2, 3, '1.2.2-15', 2, 0, 'nan'),
(151, 5616, '2024-7-18', 1, 1, '1.2.4-13', 3, 0, 'nan'),
(152, 10179, '2024-3-2', 4, 5, '2.1.4-8', 1, 0, 'nan'),
(153, 3159, '2023-10-6', 7, 2, '1.2.9-3', 2, 1, 'Network Timeout'),
(154, 8190, '2024-11-18', 4, 5, '2.1.9-3', 2, 0, 'nan'),
(155, 9360, '2024-11-13', 7, 3, '1.2.7-2', 5, 1, 'Session Expired'),
(156, 14742, '2023-8-23', 6, 2, '1.1.1-4', 4, 0, 'nan'),
(157, 11349, '2024-4-8', 1, 2, '2.1.3-14', 3, 0, 'nan'),
(158, 3042, '2024-9-13', 2, 5, '2.1.6-3', 2, 1, 'Invalid Credentials'),
(159, 117, '2024-10-23', 2, 2, '2.1.5-4', 4, 1, 'Network Timeout'),
(160, 5733, '2024-5-1', 4, 4, '1.2.1-12', 2, 0, 'nan'),
(161, 2223, '2024-6-11', 7, 3, '1.1.7-1', 2, 1, 'Session Expired'),
(162, 7020, '2023-9-21', 10, 2, '2.1.4-3', 1, 0, 'nan'),
(163, 351, '2024-4-21', 2, 4, '1.1.6-4', 5, 1, 'Service Unavailable'),
(164, 3744, '2023-6-7', 1, 2, '2.2.5-9', 1, 1, 'Session Expired'),
(165, 1404, '2023-6-3', 8, 2, '1.1.10-5', 1, 0, 'nan'),
(166, 2808, '2024-7-5', 8, 5, '1.1.1-12', 2, 0, 'nan'),
(167, 5382, '2024-6-22', 1, 5, '2.1.7-4', 4, 0, 'nan'),
(168, 5850, '2023-11-12', 1, 1, '1.2.7-5', 2, 0, 'nan'),
(169, 10998, '2023-7-16', 4, 5, '1.1.6-9', 2, 1, 'Service Unavailable'),
(170, 5616, '2024-10-21', 7, 4, '2.2.5-7', 4, 0, 'nan'),
(171, 12636, '2024-8-12', 5, 5, '2.1.1-8', 4, 1, 'Service Unavailable'),
(172, 13689, '2023-2-20', 9, 2, '2.2.9-12', 5, 0, 'nan'),
(173, 3510, '2023-7-20', 5, 5, '1.2.7-10', 2, 0, 'nan'),
(174, 1287, '2024-1-7', 5, 2, '1.1.5-13', 5, 1, 'App Version Outdated'),
(175, 9594, '2024-2-20', 2, 2, '2.2.6-13', 5, 1, 'Service Unavailable'),
(176, 5967, '2024-4-9', 4, 5, '1.1.4-14', 5, 0, 'nan'),
(177, 6318, '2024-6-13', 5, 1, '1.2.4-1', 5, 1, 'App Version Outdated'),
(178, 1989, '2023-5-13', 5, 2, '2.1.2-4', 2, 0, 'nan'),
(179, 4797, '2024-1-16', 9, 4, '2.1.10-3', 1, 1, 'Authentication Failed'),
(180, 8307, '2023-10-15', 9, 1, '2.1.4-10', 2, 1, 'Invalid Credentials'),
(181, 1755, '2023-8-15', 8, 1, '1.2.1-6', 3, 1, 'Session Expired'),
(182, 12753, '2023-11-11', 3, 2, '2.2.6-6', 5, 1, 'Authentication Failed'),
(183, 12987, '2024-1-22', 5, 2, '1.2.8-14', 1, 0, 'nan'),
(184, 5031, '2023-6-14', 10, 3, '2.1.4-7', 2, 0, 'nan'),
(185, 14859, '2024-6-6', 6, 5, '2.2.7-9', 5, 0, 'nan'),
(186, 3510, '2023-9-6', 3, 1, '1.1.1-14', 2, 1, 'Invalid Account Number'),
(187, 11466, '2023-5-3', 5, 1, '2.1.10-9', 4, 0, 'nan'),
(188, 14859, '2024-9-19', 1, 2, '2.2.8-15', 2, 1, 'Session Expired'),
(189, 14157, '2023-2-13', 6, 5, '2.2.7-7', 1, 1, 'Invalid Credentials'),
(190, 2925, '2024-11-13', 3, 1, '1.2.2-10', 2, 0, 'nan'),
(191, 2925, '2023-8-4', 7, 1, '1.2.4-6', 5, 1, 'App Version Outdated'),
(192, 4212, '2024-10-16', 10, 3, '1.1.3-4', 1, 0, 'nan'),
(193, 10764, '2024-5-20', 5, 4, '1.2.1-10', 3, 1, 'Session Expired'),
(194, 11817, '2023-6-16', 4, 2, '1.2.7-9', 4, 0, 'nan'),
(195, 2106, '2024-11-6', 6, 4, '1.1.2-14', 4, 0, 'nan'),
(196, 6552, '2023-8-18', 8, 1, '1.1.5-6', 3, 1, 'Network Timeout'),
(197, 12753, '2024-7-19', 4, 4, '2.1.3-8', 5, 0, 'nan'),
(198, 2925, '2023-1-21', 2, 1, '1.2.7-7', 1, 1, 'Service Unavailable'),
(199, 14859, '2024-7-1', 9, 1, '1.2.1-11', 2, 0, 'nan'),
(200, 4446, '2024-2-11', 8, 2, '1.2.8-4', 5, 0, 'nan'),
(201, 9477, '2024-7-7', 5, 5, '1.2.7-11', 4, 0, 'nan'),
(202, 351, '2023-2-13', 6, 3, '1.1.4-2', 2, 0, 'nan'),
(203, 4329, '2024-5-23', 2, 3, '1.2.9-1', 2, 0, 'nan'),
(204, 7839, '2024-7-3', 9, 2, '2.1.2-8', 2, 0, 'nan'),
(205, 3510, '2023-1-5', 5, 3, '2.2.9-13', 5, 0, 'nan'),
(206, 14859, '2023-2-5', 4, 3, '1.2.1-14', 3, 1, 'Invalid Account Number'),
(207, 8073, '2023-3-17', 4, 3, '2.2.2-7', 5, 1, 'App Version Outdated'),
(208, 12870, '2023-2-22', 1, 1, '2.2.6-8', 2, 0, 'nan'),
(209, 1404, '2023-11-21', 6, 4, '2.1.6-1', 5, 0, 'nan'),
(210, 7020, '2023-10-22', 7, 4, '2.1.5-9', 3, 0, 'nan'),
(211, 13104, '2023-6-19', 3, 4, '2.2.4-15', 4, 1, 'Service Unavailable'),
(212, 9009, '2024-8-5', 1, 1, '1.1.6-5', 4, 0, 'nan'),
(213, 6552, '2024-4-20', 6, 4, '1.1.10-1', 2, 0, 'nan'),
(214, 1872, '2024-3-6', 5, 5, '2.1.5-13', 2, 1, 'App Version Outdated'),
(215, 585, '2023-10-14', 5, 4, '1.1.1-7', 5, 1, 'Service Unavailable'),
(216, 2340, '2023-7-3', 9, 1, '2.2.2-10', 2, 1, 'Network Timeout'),
(217, 14625, '2024-3-4', 7, 3, '2.2.2-8', 3, 0, 'nan'),
(218, 1989, '2024-7-12', 10, 3, '2.1.1-15', 1, 0, 'nan'),
(219, 6318, '2023-10-23', 3, 4, '1.1.6-6', 4, 1, 'App Version Outdated'),
(220, 12402, '2024-2-13', 4, 2, '2.2.9-7', 3, 0, 'nan'),
(221, 9243, '2024-2-6', 3, 2, '1.1.2-4', 3, 1, 'App Version Outdated'),
(222, 10296, '2023-4-17', 7, 5, '1.2.2-13', 1, 1, 'Server Maintenance'),
(223, 4212, '2024-8-15', 1, 5, '1.2.3-14', 3, 1, 'Authentication Failed'),
(224, 7956, '2024-5-13', 1, 1, '2.2.5-1', 5, 0, 'nan'),
(225, 12519, '2023-9-7', 2, 5, '2.2.7-11', 3, 1, 'Network Timeout'),
(226, 10179, '2024-11-22', 6, 5, '1.2.7-5', 2, 1, 'App Version Outdated'),
(227, 9828, '2024-2-12', 9, 2, '2.1.3-3', 4, 1, 'Network Timeout'),
(228, 1755, '2023-5-15', 7, 5, '2.1.10-15', 1, 0, 'nan'),
(229, 1170, '2023-4-23', 9, 4, '1.2.9-1', 3, 1, 'Server Maintenance'),
(230, 2925, '2024-9-19', 10, 1, '1.1.2-10', 3, 0, 'nan'),
(231, 5733, '2024-3-23', 9, 1, '2.2.8-15', 1, 1, 'App Version Outdated'),
(232, 11700, '2024-11-23', 6, 4, '2.1.5-13', 1, 1, 'Server Maintenance'),
(233, 3159, '2023-1-13', 2, 4, '1.1.5-9', 4, 1, 'Invalid Credentials'),
(234, 11817, '2023-11-16', 7, 4, '1.1.10-4', 4, 1, 'Invalid Credentials'),
(235, 9711, '2024-1-2', 4, 3, '1.1.7-12', 5, 0, 'nan'),
(236, 4446, '2023-9-1', 10, 4, '1.1.2-5', 5, 0, 'nan'),
(237, 9828, '2024-5-16', 9, 4, '1.2.7-3', 2, 1, 'Network Timeout'),
(238, 5148, '2024-9-15', 3, 3, '2.2.7-4', 4, 0, 'nan'),
(239, 3042, '2023-3-14', 6, 5, '2.2.1-4', 2, 1, 'Network Timeout'),
(240, 7722, '2023-1-14', 6, 2, '2.2.2-7', 5, 0, 'nan'),
(241, 819, '2024-7-20', 8, 5, '1.1.6-4', 3, 1, 'Server Maintenance'),
(242, 4563, '2024-7-8', 9, 2, '1.2.5-5', 5, 1, 'Authentication Failed'),
(243, 7605, '2023-4-20', 8, 3, '2.2.6-13', 4, 0, 'nan'),
(244, 13104, '2023-1-15', 6, 4, '2.1.1-4', 5, 1, 'Session Expired'),
(245, 702, '2024-3-11', 7, 4, '1.2.10-9', 1, 0, 'nan'),
(246, 6435, '2024-1-10', 10, 1, '1.2.3-1', 2, 0, 'nan'),
(247, 1404, '2024-5-3', 5, 5, '1.1.1-9', 5, 1, 'Network Timeout'),
(248, 3393, '2023-11-10', 6, 3, '2.2.9-10', 4, 1, 'Invalid Account Number'),
(249, 4914, '2023-7-18', 7, 3, '1.2.2-4', 5, 1, 'App Version Outdated'),
(250, 8190, '2023-3-15', 10, 3, '2.2.1-3', 3, 1, 'App Version Outdated'),
(251, 8190, '2023-10-7', 10, 2, '1.1.9-3', 4, 1, 'Network Timeout'),
(252, 5499, '2024-9-11', 7, 5, '1.1.3-6', 1, 1, 'Session Expired'),
(253, 234, '2023-5-11', 10, 3, '2.1.6-15', 1, 0, 'nan'),
(254, 9945, '2023-7-5', 1, 3, '1.2.6-3', 1, 1, 'Invalid Account Number'),
(255, 1755, '2023-11-9', 10, 2, '1.1.6-3', 1, 1, 'Invalid Account Number'),
(256, 3861, '2024-10-11', 2, 2, '1.2.2-14', 5, 0, 'nan'),
(257, 5148, '2024-2-3', 10, 4, '1.1.9-9', 2, 1, 'Service Unavailable'),
(258, 1521, '2023-6-18', 3, 3, '1.2.6-5', 3, 0, 'nan'),
(259, 3042, '2024-5-1', 2, 1, '1.2.1-7', 1, 0, 'nan'),
(260, 13221, '2024-7-19', 1, 2, '1.1.4-8', 4, 1, 'Service Unavailable'),
(261, 2457, '2023-4-16', 10, 2, '2.1.5-10', 2, 1, 'Invalid Credentials'),
(262, 8892, '2024-8-3', 7, 3, '2.1.5-7', 2, 0, 'nan'),
(263, 11583, '2023-1-10', 3, 2, '2.2.2-15', 1, 1, 'Server Maintenance'),
(264, 3276, '2024-1-3', 3, 4, '1.1.7-15', 3, 0, 'nan'),
(265, 14040, '2023-10-9', 2, 3, '2.2.10-12', 3, 0, 'nan'),
(266, 4914, '2024-6-2', 2, 5, '1.1.9-14', 2, 0, 'nan'),
(267, 8424, '2023-11-12', 7, 3, '2.1.3-11', 3, 1, 'Invalid Credentials'),
(268, 7371, '2023-7-6', 2, 2, '1.1.10-7', 1, 0, 'nan'),
(269, 12987, '2023-2-20', 9, 4, '2.2.4-13', 3, 0, 'nan'),
(270, 4446, '2024-2-14', 5, 4, '2.2.5-8', 4, 1, 'Session Expired'),
(271, 7020, '2024-6-15', 2, 5, '2.1.10-7', 1, 0, 'nan'),
(272, 3276, '2024-8-20', 8, 2, '1.2.4-12', 2, 0, 'nan'),
(273, 5616, '2023-7-21', 5, 3, '1.2.7-13', 4, 1, 'Network Timeout'),
(274, 117, '2023-9-1', 6, 2, '1.1.8-5', 4, 0, 'nan'),
(275, 10647, '2024-9-7', 2, 2, '2.1.3-13', 4, 0, 'nan'),
(276, 6903, '2024-2-16', 1, 4, '2.1.6-15', 5, 1, 'Authentication Failed'),
(277, 585, '2023-5-3', 2, 4, '1.1.1-5', 2, 0, 'nan'),
(278, 3276, '2024-11-9', 10, 5, '1.1.7-14', 2, 1, 'App Version Outdated'),
(279, 12753, '2023-11-18', 7, 1, '2.2.8-14', 1, 1, 'Invalid Account Number'),
(280, 8892, '2024-3-16', 5, 5, '1.1.2-14', 2, 0, 'nan'),
(281, 13689, '2023-9-5', 5, 1, '2.1.7-2', 5, 0, 'nan'),
(282, 702, '2023-11-11', 7, 2, '1.2.2-15', 2, 1, 'App Version Outdated'),
(283, 10647, '2023-2-9', 8, 5, '2.1.3-13', 2, 1, 'Server Maintenance'),
(284, 1755, '2024-10-4', 2, 2, '2.2.5-10', 4, 1, 'Invalid Credentials'),
(285, 10296, '2023-8-10', 10, 2, '1.2.9-12', 1, 0, 'nan'),
(286, 10764, '2023-8-15', 7, 1, '2.2.8-5', 3, 1, 'App Version Outdated'),
(287, 9945, '2024-8-9', 2, 1, '2.1.8-5', 1, 0, 'nan'),
(288, 12987, '2023-1-2', 3, 4, '2.1.6-1', 2, 1, 'Authentication Failed'),
(289, 12636, '2023-9-11', 6, 5, '2.2.10-13', 2, 0, 'nan'),
(290, 9828, '2024-11-19', 1, 2, '1.1.6-2', 3, 1, 'Authentication Failed'),
(291, 5733, '2024-11-14', 2, 4, '2.1.7-5', 4, 0, 'nan'),
(292, 6903, '2024-4-22', 5, 5, '1.2.6-11', 5, 0, 'nan'),
(293, 9711, '2023-8-9', 5, 4, '1.2.7-10', 4, 1, 'Server Maintenance'),
(294, 12051, '2024-5-23', 10, 4, '1.1.5-11', 5, 1, 'App Version Outdated'),
(295, 7020, '2023-1-14', 5, 4, '1.2.6-8', 4, 1, 'Server Maintenance'),
