(41, 2485, '2022-7-14', 3000, 0.22, 36, 2, 5, 23 ),
(42, 2038, '2021-8-7', 19000, 0.11, 120, 5, 9, 19 ),
(43, 1218, '2020-11-19', 38000, 0.14, 72, 5, 5, 24 ),
(44, 3436, '2023-10-9', 28000, 0.13, 48, 5, 6, 14 ),
(45, 820, '2022-6-10', 38000, 0.16, 48, 5, 5, 12 ),
(46, 1898, '2024-2-18', 19000, 0.18, 120, 5, 6, 13 ),
(47, 1309, '2023-11-2', 42000, 0.1, 18, 3, 6, 11 ),
(48, 1311, '2024-1-6', 10000, 0.24, 24, 1, 6, 22 ),
(49, 2424, '2020-11-7', 2000, 0.19, 18, 1, 9, 27 ),
(50, 456, '2023-1-5', 50000, 0.2, 120, 5, 5, 16 ),
(51, 4000, '2022-10-4', 3000, 0.13, 12, 1, 10, 21 ),
(52, 1140, '2021-9-13', 1000, 0.25, 12, 2, 1, 9 ),
(53, 2857, '2020-1-3', 10000, 0.12, 36, 1, 6, 13 ),
(54, 1256, '2022-6-4', 2000, 0.19, 24, 1, 2, 20 ),
(55, 475, '2024-1-18', 3000, 0.16, 12, 2, 4, 21 ),
(56, 715, '2023-10-8', 3000, 0.36, 0, 4, 3, 23 ),
(57, 3347, '2021-9-20', 2000, 0.24, 6, 1, 3, 23 ),
(58, 2772, '2020-1-8', 71000, 0.11, 30, 3, 1, 4 ),
(59, 3472, '2023-10-12', 3500, 0.23, 18, 2, 9, 6 ),
(60, 1464, '2021-6-14', 8000, 0.13, 18, 1, 10, 7 ),
(61, 4810, '2022-1-16', 3000, 0.24, 0, 4, 3, 3 ),
(62, 4841, '2022-11-5', 51000, 0.1, 48, 3, 4, 21 ),
(63, 4024, '2021-1-19', 36000, 0.14, 60, 5, 9, 7 ),
(64, 2864, '2023-11-16', 10000, 0.23, 36, 1, 8, 15 ),
(65, 1686, '2020-3-12', 4500, 0.17, 24, 2, 9, 15 ),
(66, 4156, '2021-1-22', 500, 0.25, 0, 4, 3, 11 ),
(67, 2288, '2020-2-23', 95000, 0.12, 24, 3, 3, 4 ),
(68, 2672, '2020-9-6', 30000, 0.1, 72, 5, 8, 14 ),
(69, 1792, '2021-9-21', 38000, 0.14, 72, 5, 10, 22 ),
(70, 4722, '2020-10-11', 4000, 0.21, 48, 1, 6, 5 ),
(71, 1399, '2020-4-14', 90000, 0.16, 36, 3, 5, 24 ),
(72, 3840, '2021-4-19', 50000, 0.19, 120, 5, 6, 14 ),
(73, 4553, '2023-6-19', 3000, 0.25, 6, 2, 7, 4 ),
(74, 1810, '2024-2-12', 2000, 0.35, 0, 4, 3, 25 ),
(75, 2843, '2022-4-15', 83000, 0.14, 180, 3, 3, 4 ),
(76, 4365, '2021-11-22', 3000, 0.32, 0, 4, 4, 3 ),
(77, 1768, '2020-5-24', 71000, 0.14, 18, 3, 5, 2 ),
(78, 2771, '2021-12-3', 46000, 0.19, 60, 5, 9, 25 ),
(79, 2499, '2024-1-22', 7000, 0.2, 30, 1, 1, 24 ),
(80, 4336, '2020-1-24', 27000, 0.1, 48, 5, 3, 19 ),
(81, 1538, '2024-1-23', 1000, 0.22, 18, 1, 8, 3 ),
(82, 4408, '2024-5-7', 5000, 0.13, 6, 1, 8, 13 ),
(83, 1787, '2022-4-13', 1500, 0.24, 0, 4, 5, 22 ),
(84, 3584, '2020-5-1', 22000, 0.14, 84, 5, 10, 9 ),
(85, 1569, '2023-1-8', 37000, 0.17, 72, 5, 9, 16 ),
(86, 1782, '2020-8-18', 81000, 0.16, 6, 3, 7, 1 ),
(87, 2633, '2024-2-10', 23000, 0.11, 84, 5, 1, 26 ),
(88, 1574, '2023-3-8', 30000, 0.1, 48, 5, 8, 25 ),
(89, 1768, '2020-5-22', 22000, 0.2, 72, 5, 2, 15 ),
(90, 1026, '2022-5-21', 26000, 0.11, 120, 5, 6, 18 ),
(91, 948, '2021-5-15', 3000, 0.32, 0, 4, 8, 5 ),
(92, 2649, '2021-3-18', 6000, 0.18, 6, 1, 4, 15 ),
(93, 2366, '2021-1-10', 27000, 0.1, 48, 5, 3, 26 ),
(94, 4537, '2020-4-14', 93000, 0.15, 180, 3, 8, 15 ),
(95, 4311, '2023-4-3', 43000, 0.16, 120, 5, 7, 15 ),
(96, 1862, '2022-3-8', 3000, 0.25, 12, 2, 8, 25 ),
(97, 3700, '2021-10-15', 23000, 0.11, 48, 5, 4, 11 ),
(98, 3235, '2021-3-5', 26000, 0.15, 120, 5, 1, 26 ),
(99, 2299, '2022-5-7', 2000, 0.22, 0, 4, 6, 27 ),
(100, 330, '2023-6-14', 3000, 0.2, 0, 4, 5, 26 ),
(101, 4723, '2022-4-18', 40000, 0.1, 36, 3, 8, 22 ),
(102, 4745, '2023-4-7', 500, 0.2, 0, 4, 10, 26 ),
(103, 2192, '2024-2-20', 1000, 0.24, 0, 4, 1, 3 ),
(104, 3626, '2023-4-19', 4500, 0.26, 6, 2, 2, 10 ),
(105, 1417, '2022-7-7', 4500, 0.27, 12, 2, 9, 23 ),
(106, 2563, '2021-11-15', 33000, 0.14, 60, 5, 6, 3 ),
(107, 645, '2022-11-10', 39000, 0.14, 72, 5, 2, 8 ),
(108, 4360, '2024-5-1', 3000, 0.26, 36, 2, 10, 25 ),
(109, 975, '2021-3-14', 5000, 0.13, 6, 1, 2, 10 ),
(110, 537, '2020-11-7', 4500, 0.27, 6, 2, 10, 3 ),
(111, 1015, '2020-5-4', 1500, 0.19, 12, 2, 7, 23 ),
(112, 4070, '2021-9-19', 1000, 0.16, 12, 2, 7, 14 ),
(113, 4015, '2020-11-6', 22000, 0.1, 120, 5, 8, 15 ),
(114, 2181, '2021-11-16', 22000, 0.15, 120, 5, 1, 14 ),
(115, 4614, '2023-9-8', 1000, 0.18, 12, 2, 10, 27 ),
(116, 844, '2023-9-10', 1500, 0.24, 18, 2, 9, 9 ),
(117, 3853, '2022-3-2', 7000, 0.12, 24, 1, 10, 27 ),
(118, 2371, '2022-6-24', 3000, 0.18, 36, 2, 8, 24 ),
(119, 3961, '2022-4-12', 5000, 0.12, 30, 1, 4, 22 ),
(120, 713, '2021-1-3', 1000, 0.35, 0, 4, 3, 1 ),
(121, 320, '2022-12-22', 1000, 0.15, 12, 1, 6, 19 ),
(122, 3460, '2022-10-8', 6000, 0.18, 30, 1, 6, 25 ),
(123, 1765, '2020-12-20', 1000, 0.18, 36, 2, 9, 22 ),
(124, 855, '2021-2-11', 2500, 0.29, 24, 2, 8, 12 ),
(125, 1997, '2022-8-6', 3000, 0.28, 12, 2, 5, 16 ),
(126, 1512, '2021-7-23', 5000, 0.24, 24, 2, 9, 17 ),
(127, 623, '2024-4-7', 31000, 0.1, 24, 3, 10, 8 ),
(128, 4, '2021-6-16', 41000, 0.13, 36, 3, 6, 4 ),
(129, 4765, '2020-9-10', 3000, 0.22, 0, 4, 3, 21 ),
(130, 3177, '2020-7-22', 35000, 0.1, 72, 5, 9, 6 ),
(131, 2240, '2024-5-3', 46000, 0.15, 12, 3, 7, 11 ),
(132, 4483, '2021-1-19', 91000, 0.11, 12, 3, 3, 26 ),
(133, 1053, '2020-12-9', 4000, 0.18, 18, 1, 7, 10 ),
(134, 4777, '2023-9-8', 38000, 0.16, 48, 5, 6, 20 ),
(135, 3185, '2021-12-4', 38000, 0.13, 60, 3, 9, 19 ),
(136, 2208, '2021-7-1', 1000, 0.3, 12, 2, 2, 21 ),
(137, 794, '2024-4-19', 500, 0.29, 0, 4, 8, 21 ),
(138, 1417, '2022-5-4', 7000, 0.25, 24, 1, 3, 2 ),
(139, 1217, '2024-3-16', 23000, 0.17, 72, 5, 2, 13 ),
(140, 1579, '2020-2-9', 1500, 0.16, 6, 2, 5, 12 ),
(141, 2300, '2021-12-12', 34000, 0.15, 72, 5, 10, 20 ),
(142, 840, '2022-6-18', 3000, 0.24, 18, 2, 3, 7 ),
(143, 4643, '2022-11-19', 26000, 0.15, 72, 5, 3, 22 ),
(144, 795, '2023-3-3', 68000, 0.15, 84, 3, 8, 16 ),
(145, 3769, '2022-3-13', 4000, 0.13, 36, 1, 1, 24 ),
(146, 2705, '2021-12-20', 2000, 0.36, 0, 4, 1, 19 ),
(147, 4709, '2020-9-17', 2500, 0.34, 0, 4, 7, 25 ),
(148, 518, '2020-8-1', 12000, 0.19, 48, 5, 1, 4 ),
(149, 2493, '2022-4-24', 10000, 0.22, 12, 1, 2, 23 ),
(150, 201, '2021-10-19', 500, 0.27, 0, 4, 7, 20 ),
(151, 1701, '2020-6-19', 81000, 0.16, 12, 3, 8, 10 ),
(152, 4217, '2022-12-11', 7000, 0.17, 24, 1, 8, 19 ),
(153, 3704, '2022-1-13', 10000, 0.16, 18, 1, 9, 19 ),
(154, 3253, '2024-5-16', 45000, 0.12, 72, 3, 5, 6 ),
(155, 1614, '2024-4-22', 1500, 0.17, 6, 2, 2, 4 ),
(156, 896, '2024-5-13', 51000, 0.15, 12, 3, 8, 20 ),
(157, 2819, '2024-5-22', 500, 0.2, 0, 4, 1, 25 ),
(158, 1846, '2024-2-12', 1000, 0.24, 12, 2, 9, 14 ),
(159, 597, '2020-10-19', 10000, 0.18, 36, 1, 6, 14 ),
(160, 35, '2021-10-18', 3000, 0.11, 36, 1, 9, 21 ),
(161, 2576, '2024-4-8', 2500, 0.2, 0, 4, 1, 23 ),
(162, 3986, '2023-10-8', 4000, 0.2, 36, 2, 10, 3 ),
(163, 4327, '2022-7-10', 32000, 0.11, 72, 5, 3, 3 ),
(164, 3065, '2020-8-13', 43000, 0.16, 48, 5, 7, 5 ),
(165, 4751, '2024-3-16', 1000, 0.32, 0, 4, 6, 19 ),
(166, 3212, '2023-5-24', 1500, 0.25, 18, 2, 10, 12 ),
(167, 882, '2023-2-4', 1000, 0.34, 0, 4, 8, 2 ),
(168, 1143, '2023-10-24', 36000, 0.14, 160, 3, 10, 23 ),
(169, 4043, '2021-10-19', 12000, 0.13, 48, 5, 8, 14 ),
(170, 3499, '2020-10-21', 35000, 0.13, 84, 5, 3, 5 ),
(171, 1854, '2023-12-9', 10000, 0.2, 36, 1, 2, 5 ),
(172, 2881, '2021-9-2', 35000, 0.12, 60, 5, 5, 23 ),
(173, 2628, '2021-11-18', 4000, 0.16, 12, 2, 5, 15 ),
(174, 4002, '2024-3-20', 35000, 0.13, 84, 5, 1, 13 ),
(175, 137, '2020-8-3', 2000, 0.24, 36, 2, 3, 20 ),
(176, 1635, '2022-7-4', 35000, 0.17, 72, 5, 1, 26 ),
(177, 2531, '2023-9-22', 89000, 0.16, 6, 3, 3, 13 ),
(178, 2714, '2021-9-4', 91000, 0.15, 60, 3, 5, 3 ),
(179, 4303, '2022-1-8', 69000, 0.12, 72, 3, 2, 17 ),
(180, 1475, '2020-1-16', 2000, 0.32, 0, 4, 3, 15 ),
(181, 2852, '2022-2-23', 5000, 0.12, 30, 1, 2, 21 ),
(182, 450, '2022-2-18', 5000, 0.24, 12, 2, 8, 21 ),
(183, 2964, '2024-1-17', 26000, 0.19, 84, 5, 4, 10 ),
(184, 1544, '2023-11-1', 10000, 0.15, 48, 1, 9, 9 ),
(185, 3849, '2021-1-21', 3500, 0.2, 24, 2, 10, 17 ),
(186, 989, '2020-10-5', 7000, 0.11, 18, 1, 3, 23 ),
(187, 2610, '2021-7-6', 4500, 0.26, 36, 2, 1, 2 ),
(188, 1522, '2020-2-17', 2500, 0.22, 0, 4, 4, 9 ),
(189, 2784, '2023-7-22', 1500, 0.23, 18, 2, 10, 4 ),
(190, 2289, '2022-1-7', 37000, 0.17, 72, 5, 9, 1 ),
(191, 2706, '2020-12-8', 44000, 0.12, 84, 5, 1, 8 ),
(192, 3611, '2020-7-13', 2500, 0.25, 0, 4, 1, 12 ),
(193, 2455, '2020-3-1', 500, 0.19, 24, 2, 2, 15 ),
(194, 2787, '2023-3-24', 17000, 0.1, 120, 5, 7, 4 ),
(195, 247, '2022-3-8', 2000, 0.27, 0, 4, 4, 23 ),
(196, 4262, '2023-9-21', 3000, 0.22, 0, 4, 5, 12 ),
(197, 1462, '2021-1-3', 37000, 0.13, 84, 5, 6, 27 ),
(198, 1713, '2022-12-12', 2000, 0.28, 24, 2, 6, 8 ),
(199, 2620, '2023-12-13', 50000, 0.15, 48, 5, 10, 4 ),
(200, 4831, '2022-9-18', 2500, 0.3, 0, 4, 2, 18 ),
(201, 1155, '2022-2-9', 2500, 0.18, 18, 2, 8, 7 ),
(202, 3532, '2021-2-7', 19000, 0.2, 84, 5, 10, 24 ),
(203, 4631, '2023-1-6', 9000, 0.1, 60, 1, 9, 18 ),
(204, 2534, '2023-12-10', 9000, 0.23, 30, 1, 5, 22 ),
(205, 2959, '2022-3-9', 70000, 0.16, 160, 3, 5, 22 ),
(206, 2592, '2021-5-16', 50000, 0.13, 30, 3, 9, 9 ),
(207, 4980, '2021-4-7', 8000, 0.14, 6, 1, 4, 12 ),
(208, 1525, '2020-7-23', 2000, 0.19, 12, 2, 2, 10 ),
(209, 25, '2023-7-18', 48000, 0.11, 84, 3, 10, 17 ),
(210, 1539, '2022-2-19', 3000, 0.3, 0, 4, 5, 12 ),
(211, 1644, '2022-8-22', 2500, 0.19, 12, 2, 1, 20 ),
(212, 2349, '2020-7-22', 1000, 0.15, 36, 2, 3, 11 ),
(213, 3413, '2023-1-20', 3500, 0.15, 24, 2, 7, 12 ),
(214, 368, '2020-4-18', 48000, 0.15, 84, 3, 9, 23 ),
(215, 2913, '2020-6-7', 45000, 0.11, 36, 3, 9, 16 ),
(216, 1645, '2020-5-13', 50000, 0.2, 48, 5, 10, 13 ),
(217, 4997, '2020-3-5', 41000, 0.12, 84, 5, 6, 22 ),
(218, 4346, '2021-8-22', 38000, 0.18, 120, 5, 5, 22 ),
(219, 990, '2023-7-2', 3500, 0.2, 36, 2, 5, 6 ),
(220, 1555, '2020-6-13', 1500, 0.32, 0, 4, 1, 15 ),
(221, 2959, '2024-3-17', 60000, 0.12, 120, 3, 7, 8 ),
(222, 2308, '2021-8-11', 1500, 0.26, 18, 2, 8, 20 ),
(223, 3098, '2022-11-18', 500, 0.33, 0, 4, 5, 6 ),
(224, 1036, '2023-8-4', 5000, 0.29, 36, 2, 6, 16 ),
(225, 432, '2021-1-10', 6000, 0.18, 36, 1, 9, 8 ),
(226, 2138, '2022-4-12', 28000, 0.2, 84, 5, 2, 26 ),
(227, 4542, '2021-11-13', 3000, 0.23, 0, 4, 4, 27 ),
(228, 3755, '2021-8-19', 500, 0.26, 0, 4, 2, 3 ),
(229, 4199, '2024-2-11', 73000, 0.13, 180, 3, 1, 14 ),
(230, 4870, '2022-6-20', 3000, 0.19, 18, 1, 2, 8 ),
(231, 2823, '2021-9-16', 46000, 0.15, 60, 3, 1, 12 ),
(232, 3338, '2020-9-22', 500, 0.3, 6, 2, 7, 22 ),
(233, 833, '2022-12-11', 2000, 0.25, 0, 4, 7, 25 ),
(234, 3738, '2024-4-13', 93000, 0.1, 84, 3, 2, 2 ),
(235, 1689, '2024-1-22', 3000, 0.24, 6, 1, 3, 19 ),
(236, 4291, '2022-5-12', 48000, 0.2, 60, 5, 9, 27 ),
(237, 3702, '2020-10-5', 3000, 0.28, 18, 2, 10, 1 ),
(238, 1998, '2021-4-1', 36000, 0.19, 60, 5, 1, 7 ),
(239, 4527, '2020-10-11', 1500, 0.35, 0, 4, 5, 8 ),
(240, 3266, '2023-9-9', 51000, 0.11, 60, 3, 8, 6 ),
(241, 10, '2020-3-3', 98000, 0.16, 120, 3, 4, 23 ),
(242, 2270, '2022-10-19', 3500, 0.15, 24, 2, 9, 19 ),
(243, 1195, '2022-8-17', 3500, 0.27, 36, 2, 2, 10 ),
(244, 2647, '2023-11-9', 22000, 0.17, 84, 5, 2, 24 ),
(245, 4551, '2023-8-12', 2500, 0.24, 36, 2, 5, 7 ),
(246, 1022, '2022-4-11', 88000, 0.14, 48, 3, 9, 20 ),
(247, 3242, '2020-6-10', 5000, 0.1, 60, 1, 8, 2 ),
(248, 3430, '2020-9-24', 500, 0.32, 0, 4, 3, 13 ),
(249, 21, '2024-1-1', 9000, 0.16, 60, 1, 3, 3 ),
(250, 2237, '2023-7-1', 74000, 0.16, 160, 3, 5, 22 ),
(251, 1869, '2020-11-9', 34000, 0.19, 72, 5, 9, 13 ),
(252, 129, '2021-3-13', 46000, 0.15, 60, 5, 8, 19 ),
(253, 2971, '2024-4-17', 42000, 0.12, 160, 3, 7, 10 ),
(254, 560, '2024-4-2', 6000, 0.24, 18, 1, 8, 1 ),
(255, 1626, '2022-9-15', 500, 0.26, 6, 2, 6, 16 ),
(256, 492, '2022-5-23', 1500, 0.32, 0, 4, 1, 12 ),
(257, 1440, '2020-4-16', 2500, 0.16, 6, 2, 10, 21 ),
(258, 709, '2022-11-14', 3000, 0.23, 24, 1, 7, 7 ),
(259, 2233, '2023-2-24', 29000, 0.14, 72, 5, 3, 24 ),
(260, 3022, '2020-9-3', 1000, 0.29, 0, 4, 3, 27 ),
(261, 1445, '2020-5-10', 4500, 0.26, 24, 2, 2, 1 ),
(262, 1949, '2020-8-3', 34000, 0.14, 6, 3, 9, 25 ),
(263, 2167, '2021-11-12', 500, 0.15, 18, 2, 3, 27 ),
(264, 3091, '2021-11-19', 4000, 0.12, 18, 1, 9, 10 ),
(265, 2428, '2020-8-6', 2000, 0.25, 30, 1, 3, 17 ),
(266, 3844, '2021-12-23', 100000, 0.15, 60, 3, 1, 16 ),
(267, 1518, '2021-6-2', 17000, 0.11, 60, 5, 8, 20 ),
(268, 1102, '2023-4-13', 1500, 0.25, 0, 4, 6, 9 ),
(269, 1620, '2023-3-13', 500, 0.19, 18, 2, 6, 25 ),
(270, 1597, '2023-11-6', 94000, 0.14, 180, 3, 5, 17 ),
(271, 4481, '2021-1-11', 1000, 0.28, 0, 4, 10, 24 ),
(272, 1157, '2020-10-23', 3000, 0.36, 0, 4, 10, 6 ),
(273, 691, '2020-4-15', 38000, 0.19, 120, 5, 7, 16 ),
(274, 1435, '2021-10-5', 9000, 0.19, 12, 1, 5, 13 ),
(275, 2090, '2023-11-7', 1500, 0.35, 0, 4, 2, 10 ),
(276, 4769, '2020-12-9', 10000, 0.14, 36, 1, 4, 20 ),
(277, 1432, '2023-8-2', 1000, 0.2, 0, 4, 7, 27 ),
(278, 3852, '2021-1-2', 37000, 0.15, 60, 5, 8, 5 ),
(279, 3339, '2023-11-2', 9000, 0.2, 12, 1, 7, 2 ),
(280, 2121, '2022-6-12', 2000, 0.2, 36, 1, 8, 4 ),
(281, 695, '2023-9-24', 2000, 0.17, 48, 1, 8, 2 ),
(282, 2056, '2022-12-10', 2000, 0.11, 6, 1, 4, 27 ),
(283, 4878, '2022-5-5', 5000, 0.3, 18, 2, 7, 14 ),
(284, 3924, '2023-4-11', 1500, 0.28, 0, 4, 5, 5 ),
(285, 2719, '2021-5-3', 82000, 0.1, 6, 3, 6, 11 ),
(286, 2928, '2021-2-1', 12000, 0.19, 84, 5, 10, 22 ),
(287, 1976, '2023-6-9', 3000, 0.26, 0, 4, 5, 12 ),
(288, 1602, '2023-6-10', 88000, 0.11, 18, 3, 3, 5 ),
(289, 135, '2020-8-12', 2000, 0.1, 36, 1, 9, 26 ),
(290, 1306, '2020-1-6', 1500, 0.16, 24, 2, 10, 26 ),
(291, 661, '2023-5-19', 1000, 0.26, 0, 4, 9, 24 ),
(292, 4244, '2020-10-8', 1500, 0.3, 0, 4, 9, 6 ),
(293, 4251, '2022-10-21', 1500, 0.24, 0, 4, 9, 1 ),
(294, 3647, '2021-1-18', 4000, 0.23, 24, 2, 8, 19 ),
(295, 1048, '2023-6-14', 4000, 0.18, 24, 2, 8, 7 ),
(296, 463, '2022-7-12', 28000, 0.12, 60, 5, 6, 3 ),
(297, 2701, '2020-5-4', 89000, 0.11, 30, 3, 1, 11 ),
(298, 1585, '2024-1-23', 5000, 0.3, 18, 2, 5, 1 ),
(299, 4766, '2021-2-15', 1000, 0.16, 12, 2, 4, 24 ),
(300, 1651, '2021-8-3', 2500, 0.33, 0, 4, 8, 16 ),
(301, 4073, '2023-11-2', 500, 0.25, 0, 4, 10, 27 ),
(302, 4356, '2023-6-22', 4000, 0.11, 12, 1, 7, 19 ),
(303, 772, '2020-9-13', 3000, 0.29, 6, 2, 2, 9 ),
(304, 4200, '2021-3-10', 5000, 0.15, 18, 2, 8, 9 ),
(305, 1373, '2024-5-8', 500, 0.2, 24, 2, 3, 21 ),
(306, 825, '2023-1-18', 19000, 0.17, 60, 5, 1, 2 ),
(307, 1623, '2021-2-11', 2500, 0.36, 0, 4, 2, 2 ),
(308, 3234, '2022-3-1', 7000, 0.17, 36, 1, 6, 16 ),
(309, 2805, '2020-2-6', 11000, 0.15, 60, 5, 7, 11 ),
(310, 690, '2022-6-5', 33000, 0.13, 60, 5, 4, 5 ),
(311, 3824, '2024-4-5', 51000, 0.14, 18, 3, 5, 9 ),
(312, 2072, '2024-5-18', 2000, 0.25, 36, 1, 3, 21 ),
(313, 520, '2020-9-9', 56000, 0.11, 160, 3, 3, 21 ),
(314, 1872, '2022-1-1', 500, 0.3, 24, 2, 4, 19 ),
(315, 639, '2021-9-2', 6000, 0.11, 48, 1, 2, 25 ),
(316, 4592, '2022-8-6', 1000, 0.24, 6, 1, 9, 1 ),
(317, 1115, '2020-5-17', 2500, 0.31, 0, 4, 10, 25 ),
(318, 1182, '2024-3-4', 5000, 0.25, 6, 2, 7, 8 ),
(319, 4178, '2022-9-19', 4500, 0.21, 36, 2, 10, 23 ),
(320, 1597, '2020-5-17', 5000, 0.26, 6, 2, 10, 26 ),
(321, 1197, '2020-1-4', 500, 0.15, 36, 2, 3, 9 ),
(322, 4585, '2020-8-1', 15000, 0.2, 120, 5, 9, 17 ),
(323, 4345, '2024-4-7', 1500, 0.3, 18, 2, 10, 7 ),
(324, 475, '2021-4-21', 60000, 0.11, 6, 3, 7, 25 ),
(325, 1175, '2023-10-17', 1000, 0.31, 0, 4, 5, 12 ),
(326, 2167, '2022-6-16', 83000, 0.1, 120, 3, 3, 26 ),
(327, 2294, '2022-3-13', 4500, 0.26, 36, 2, 5, 15 ),
(328, 3986, '2024-5-17', 2500, 0.31, 0, 4, 8, 4 ),
(329, 1878, '2023-5-20', 1000, 0.27, 0, 4, 1, 2 ),
(330, 3973, '2023-9-12', 10000, 0.18, 36, 1, 1, 16 ),
(331, 931, '2022-5-8', 8000, 0.22, 18, 1, 9, 25 ),
(332, 1996, '2022-6-8', 35000, 0.18, 48, 5, 4, 20 ),
(333, 2581, '2023-1-15', 4000, 0.16, 18, 2, 9, 14 ),
(334, 4678, '2021-11-23', 44000, 0.13, 72, 5, 7, 17 ),
(335, 401, '2023-11-19', 1000, 0.26, 12, 2, 3, 16 ),
(336, 2094, '2022-1-7', 94000, 0.1, 72, 3, 6, 10 ),
(337, 773, '2024-5-22', 5000, 0.15, 30, 1, 10, 5 ),
(338, 1226, '2023-5-21', 60000, 0.15, 160, 3, 1, 11 ),
(339, 1779, '2021-12-16', 42000, 0.14, 48, 5, 8, 2 ),
(340, 1924, '2020-3-12', 51000, 0.11, 72, 3, 5, 12 ),
(341, 1272, '2023-1-17', 1000, 0.15, 36, 1, 2, 1 ),
(342, 4608, '2020-5-13', 500, 0.25, 0, 4, 4, 16 ),
(343, 4236, '2023-12-12', 94000, 0.14, 6, 3, 6, 5 ),
(344, 2113, '2024-3-22', 3000, 0.33, 0, 4, 2, 27 ),
(345, 2984, '2024-1-10', 2000, 0.26, 0, 4, 8, 8 ),
(346, 3085, '2020-5-12', 39000, 0.15, 60, 5, 3, 8 ),
(347, 2365, '2023-5-3', 2500, 0.28, 18, 2, 4, 14 ),
(348, 1167, '2023-9-20', 72000, 0.1, 24, 3, 1, 22 ),
(349, 260, '2023-2-4', 47000, 0.1, 84, 5, 10, 24 ),
(350, 2700, '2024-2-10', 1000, 0.31, 0, 4, 6, 27 ),
(351, 4490, '2020-11-17', 34000, 0.1, 60, 5, 3, 15 ),
(352, 3820, '2020-5-9', 3000, 0.22, 24, 2, 5, 25 ),
(353, 1979, '2023-10-16', 500, 0.36, 0, 4, 1, 6 ),
